"CLAVE SITIO","SITIO","ORGANISMO _DE_CUENCA","ESTADO","MUNICIPIO","ACUIFERO","SUBTIPO","LONGITUD","LATITUD","PERIODO","ALC_mg/L","CALIDAD_ALC","CONDUCT_mS/cm","CALIDAD_CONDUC","SDT_mg/L","CALIDAD_SDT_ra","CALIDAD_SDT_salin","FLUORUROS_mg/L","CALIDAD_FLUO","DUR_mg/L","CALIDAD_DUR","COLI_FEC_NMP/100_mL","CALIDAD_COLI_FEC","N_NO3_mg/L","CALIDAD_N_NO3","AS_TOT_mg/L","CALIDAD_AS","CD_TOT_mg/L","CALIDAD_CD","CR_TOT_mg/L","CALIDAD_CR","HG_TOT_mg/L","CALIDAD_HG","PB_TOT_mg/L","CALIDAD_PB","MN_TOT_mg/L","CALIDAD_MN","FE_TOT_mg/L","CALIDAD_FE","SEMÁFORO","CONTAMINANTES"
"DLCOA522","POZO REGIONAL PARRAS","CUENCAS CENTRALES DEL NORTE","COAHUILA DE ZARAGOZA","PARRAS","GENERAL CEPEDA-SAUCEDA","POZO","-102.17488","25.4889","2012-2024","354.2","Alta","1563","Permisible para riego","1300","Cultivos con manejo especial","Ligeramente salobres","0.4035","Media","804.7992","Muy dura e indeseable usos industrial y domestico","4.060401956","Buena calidad","0.29663","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.0020875","Potable - Excelente","0.000275975","Potable - Excelente","<0.00154","Potable - Excelente","0.1746125","Sin efectos en la salud - Puede dar color al agua","0.388044444","Sin efectos en la salud - Puede dar color al agua","AMARILLO","DT, MN, FE, "
"DLCOA523","P- HOYO 11, RINCON DEL MONTERO","CUENCAS CENTRALES DEL NORTE","COAHUILA DE ZARAGOZA","PARRAS","GENERAL CEPEDA-SAUCEDA","POZO","-102.16675","25.47734","2012-2024","425.5","Indeseable como FAAP","1735","Permisible para riego","1924","Cultivos con manejo especial","Ligeramente salobres","0.3157","Baja","1066.9914","Muy dura e indeseable usos industrial y domestico","8.866833371","Buena calidad","0.680593","Potable - Excelente","<0.00142727272727273","Potable - Excelente","<0.001301","Potable - Excelente","0.0033125","Potable - Excelente","0.000243233","Potable - Excelente","<0.00154","Potable - Excelente","0.08377","Potable - Excelente","0.22325","Potable - Excelente","AMARILLO","ALC, DT, "
"DLCOA524","QUINTA MIRA FLORES","CUENCAS CENTRALES DEL NORTE","COAHUILA DE ZARAGOZA","PARRAS","GENERAL CEPEDA-SAUCEDA","POZO","-102.16873","25.43984","2012-2024","275.665","Alta","661","Buena para riego","453","Excelente para riego","Potable - Dulce","0.2677225","Baja","362.73","Potable - Dura","4.762282179","Buena calidad","2.656609","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.0018","Potable - Excelente","0.0001899","Potable - Excelente","<0.00154","Potable - Excelente","<0.00021","Potable - Excelente","0.02998","Potable - Excelente","VERDE",""
"DLCOA525","GSC 144, HACIENDA DEL MARQUEZ","CUENCAS CENTRALES DEL NORTE","COAHUILA DE ZARAGOZA","PARRAS","GENERAL CEPEDA-SAUCEDA","POZO","-102.17355","25.4402","2012-2024","256.54","Alta","630","Buena para riego","420","Excelente para riego","Potable - Dulce","0.2813","Baja","309.42","Potable - Dura","23.30297632","Buena calidad","0.031","Potable - Excelente","0.002027778","Potable - Excelente","<0.001301","Potable - Excelente","0.00245","Potable - Excelente","0.000274975","Potable - Excelente","<0.00154","Potable - Excelente","0.001376667","Potable - Excelente","0.131188889","Potable - Excelente","VERDE",""
"DLCOA526","GALERIA PARRAS","CUENCAS CENTRALES DEL NORTE","COAHUILA DE ZARAGOZA","PARRAS","GENERAL CEPEDA-SAUCEDA","POZO","-102.18182","25.43402","2012-2024","254.115","Alta","593","Buena para riego","388","Excelente para riego","Potable - Dulce","0.275366","Baja","318.1887","Potable - Dura","<6,11063696712025","Buena calidad","0.540646","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.001225","Potable - Excelente","0.000244344","Potable - Excelente","<0.00154","Potable - Excelente","0.000379","Potable - Excelente","0.02211","Potable - Excelente","VERDE",""
"DLCOA527","POZO BARRIAL DEL OJO DE AGUA","CUENCAS CENTRALES DEL NORTE","COAHUILA DE ZARAGOZA","PARRAS","GENERAL CEPEDA-SAUCEDA","POZO","-102.1726","25.40617","2012-2024","255.15","Alta","576","Buena para riego","368","Excelente para riego","Potable - Dulce","0.27","Baja","309.32","Potable - Dura","3.529491379","Buena calidad","0.459872","Potable - Excelente","<0.00142727272727273","Potable - Excelente","<0.001301","Potable - Excelente","0.001177778","Potable - Excelente","0.000223378","Potable - Excelente","<0.00154","Potable - Excelente","0.000669","Potable - Excelente","0.02094","Potable - Excelente","VERDE",""
"DLCOA528","POZO RANCHO VALLE SAN JOSE","CUENCAS CENTRALES DEL NORTE","COAHUILA DE ZARAGOZA","PARRAS","GENERAL CEPEDA-SAUCEDA","POZO","-102.15225","25.44787","2012-2024","301.74","Alta","1250","Permisible para riego","968","Cultivos sensibles","Potable - Dulce","0.3629","Baja","689.274","Muy dura e indeseable usos industrial y domestico","42.92317264","Buena calidad","5.3362425","Potable - Buena calidad","0.059888889","No apta como FAAP","<0.001301","Potable - Excelente","0.001285714","Potable - Excelente","0.000263475","Potable - Excelente","<0.00154","Potable - Excelente","0.001017778","Potable - Excelente","0.061766667","Potable - Excelente","ROJO","AS, DT, "
"DLCOA529","POZO LOS HOYOS - COAHUILA","CUENCAS CENTRALES DEL NORTE","COAHUILA DE ZARAGOZA","PARRAS","GENERAL CEPEDA-SAUCEDA","POZO","-102.0033","25.41228","2012-2024","205.08","Alta","2150.5","Dudosa para riego","1702","Cultivos con manejo especial","Ligeramente salobres","0.381843","Baja","614.79","Muy dura e indeseable usos industrial y domestico","18.22435935","Buena calidad","21.076","No apta como FAAP","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000285456","Potable - Excelente","0.0017475","Potable - Excelente","0.000729","Potable - Excelente","0.10139","Potable - Excelente","ROJO","NO3, CONDUC, DT, "
"DLCOA530","POZO LA PRESA","CUENCAS CENTRALES DEL NORTE","COAHUILA DE ZARAGOZA","PARRAS","GENERAL CEPEDA-SAUCEDA","POZO","-101.83615","25.33876","2012-2024","289.58","Alta","1274","Permisible para riego","896","Cultivos sensibles","Potable - Dulce","0.41325","Media","458.1974","Potable - Dura","4.650301359","Buena calidad","9.341924","Potable - Buena calidad","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.006457143","Potable - Excelente","0.000202786","Potable - Excelente","<0.00154","Potable - Excelente","0.00421625","Potable - Excelente","0.049825","Potable - Excelente","VERDE",""
"DLCOA531","POZO EL MESTEÑO","CUENCAS CENTRALES DEL NORTE","COAHUILA DE ZARAGOZA","PARRAS","LA PAILA","POZO","-101.86935","25.53829","2012-2024","331.15","Alta","1769","Permisible para riego","1380","Cultivos con manejo especial","Ligeramente salobres","0.5519","Media","635.2","Muy dura e indeseable usos industrial y domestico","15.30554341","Buena calidad","7.00881","Potable - Buena calidad","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000223638","Potable - Excelente","<0.00154","Potable - Excelente","0.001341111","Potable - Excelente","0.108144444","Potable - Excelente","AMARILLO","DT, "
"DLCOA532","POZO LA CECILIA","CUENCAS CENTRALES DEL NORTE","COAHUILA DE ZARAGOZA","PARRAS","LA PAILA","POZO","-101.91452","25.57514","2012-2024","382.7","Alta","1722.5","Permisible para riego","1385.1","Cultivos con manejo especial","Ligeramente salobres","0.71425","Potable - Óptima","616.714","Muy dura e indeseable usos industrial y domestico","21.16042913","Buena calidad","2.155171","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.0015","Potable - Excelente","0.000209122","Potable - Excelente","<0.00154","Potable - Excelente","0.000779","Potable - Excelente","0.04829","Potable - Excelente","AMARILLO","DT, "
"DLCOA533","POZO EJIDO LAS TRINCHERAS","CUENCAS CENTRALES DEL NORTE","COAHUILA DE ZARAGOZA","PARRAS","LA PAILA","POZO","-101.98118","25.6075","2012-2024","312.65","Alta","1895","Permisible para riego","1536","Cultivos con manejo especial","Ligeramente salobres","0.5278","Media","899.1424","Muy dura e indeseable usos industrial y domestico","17.00621112","Buena calidad","5.336454","Potable - Buena calidad","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.0017","Potable - Excelente","0.000404563","Potable - Excelente","<0.00154","Potable - Excelente","0.00255","Potable - Excelente","0.184966667","Potable - Excelente","AMARILLO","DT, "
"DLCOA534","POZO PIEDRA BLANCA","CUENCAS CENTRALES DEL NORTE","COAHUILA DE ZARAGOZA","PARRAS","LA PAILA","POZO","-101.87539","25.65501","2012-2024","239.68","Alta","2775","Dudosa para riego","2264","Cultivos tolerantes","Salobres","0.322371","Baja","1083.4902","Muy dura e indeseable usos industrial y domestico","19.57987653","Buena calidad","16.785211","No apta como FAAP","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.002725","Potable - Excelente","0.000321156","Potable - Excelente","<0.00154","Potable - Excelente","<0.00021","Potable - Excelente","0.03876","Potable - Excelente","ROJO","NO3, CONDUC, DT, SDT_ra, SDT_sal, "
"DLCOA5367","POZO CANDELARIA #1.","RÍO BRAVO","COAHUILA DE ZARAGOZA","GUERRERO","ALLENDE-PIEDRAS NEGRAS","POZO","-101.34878","25.45236","2012-2024","280.69","Alta","860.5","Permisible para riego","583.2","Cultivos sensibles","Potable - Dulce","0.47955","Media","313.549","Potable - Dura","14.25155506","Buena calidad","10.1478705","Potable - Buena calidad","<0.0015","Potable - Excelente","<0.00130108","Potable - Excelente","<0.0012","Potable - Excelente","0.000170532","Potable - Excelente","<0.00154","Potable - Excelente","0.000841667","Potable - Excelente","0.043616667","Potable - Excelente","VERDE",""
"DLCOA5368","POZO MACUYU","RÍO BRAVO","COAHUILA DE ZARAGOZA","GENERAL CEPEDA","GENERAL CEPEDA-SAUCEDA","POZO","-101.6472222","25.3575","2012-2024","277.02","Alta","635.835","Buena para riego","430","Excelente para riego","Potable - Dulce","0.28425","Baja","294.6774","Potable - Dura","15.49031922","Buena calidad","10.791001","Potable - Buena calidad","<0.0015","Potable - Excelente","<0.00130108","Potable - Excelente","0.001816667","Potable - Excelente","<0.000201298166666667","Potable - Excelente","0.00165","Potable - Excelente","<0.00021","Potable - Excelente","0.025866667","Potable - Excelente","VERDE",""
"DLCOA5369","POZO CALLEJON DE GUEVARA","RÍO BRAVO","COAHUILA DE ZARAGOZA","CUATRO CIÉNEGAS","CUATROCIENEGAS","POZO","-102.0705556","26.99111111","2012-2024","222.6","Alta","1687","Permisible para riego","1464","Cultivos con manejo especial","Ligeramente salobres","1.0395","Potable - Óptima","923.552","Muy dura e indeseable usos industrial y domestico","<6,30957344480193","Buena calidad","3.349582","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.00026704","Potable - Excelente","<0.00154","Potable - Excelente","0.001224","Potable - Excelente","0.045018","Potable - Excelente","AMARILLO","DT, "
"DLCOA5370","POZO LA DEPORTIVA.","RÍO BRAVO","COAHUILA DE ZARAGOZA","GENERAL CEPEDA","GENERAL CEPEDA-SAUCEDA","POZO","-101.48","25.38083333","2012-2024","311.25","Alta","1585.5","Permisible para riego","1278","Cultivos con manejo especial","Ligeramente salobres","0.4532","Media","717.653","Muy dura e indeseable usos industrial y domestico","<3","Buena calidad","17.9550855","No apta como FAAP","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","<0.00021","Potable - Excelente","0.00911","Potable - Excelente","ROJO","NO3, DT, "
"DLCOL538","MANANTIAL AGUA FRIA","LERMA SANTIAGO PACÍFICO","COLIMA","COLIMA","COLIMA","ARROYO","-103.86797","19.30276","2012-2024","249.4","Alta","591","Buena para riego","378.24","Excelente para riego","Potable - Dulce","","","335.2","Potable - Dura","1932.009032","Contaminada","0.3633","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.00154","Potable - Excelente","0.00019418","Potable - Excelente","<0.00154","Potable - Excelente","","","","","ROJO","CF, "
"DLCOL538W1","MANANTIAL AGUA FRIA","LERMA SANTIAGO PACÍFICO","COLIMA","COLIMA","COLIMA","MANANTIAL","-103.86679","19.30209","2012-2024","234.35","Alta","566","Buena para riego","400","Excelente para riego","Potable - Dulce","0.11175","Baja","281.018","Potable - Dura","2152.320018","Contaminada","0.4251655","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.0015","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","0.001636667","Potable - Excelente","0.044535","Potable - Excelente","ROJO","CF, "
"DLCOL541","MANANTIAL LOS AMIALES","LERMA SANTIAGO PACÍFICO","COLIMA","COQUIMATLÁN","ALZADA-TEPAMES","RIO","-103.59013","19.10058","2012-2024","258","Alta","875.3","Permisible para riego","557.76","Cultivos sensibles","Potable - Dulce","","","325.74","Potable - Dura","1333.774439","Contaminada","1.511506","Potable - Excelente","0.001935294","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000441829","Potable - Excelente","<0.00154","Potable - Excelente","","","","","ROJO","CF, "
"DLCOL541W1","MANANTIAL LOS AMIALES","LERMA SANTIAGO PACÍFICO","COLIMA","COQUIMATLÁN","ALZADA-TEPAMES","MANANTIAL","-103.83367","19.16797","2012-2024","226.215","Alta","866","Permisible para riego","564","Cultivos sensibles","Potable - Dulce","0.31935","Baja","310.9","Potable - Dura","2323.703787","Contaminada","1.651","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.001211111","Potable - Excelente","0.000217678","Potable - Excelente","<0.00154","Potable - Excelente","0.00123","Potable - Excelente","0.014095","Potable - Excelente","ROJO","CF, "
"DLCOL548","MANANTIAL AGUA CALIENTE","LERMA SANTIAGO PACÍFICO","COLIMA","COLIMA","COLIMA","ARROYO","-103.62719","19.2045","2012-2024","","","5815","Indeseable para riego","4652","Cultivos tolerantes","Salobres","","","1062.5064","Muy dura e indeseable usos industrial y domestico","8207.205579","Contaminada","0.0346","Potable - Excelente","0.003180556","Potable - Excelente","<0.001301","Potable - Excelente","0.002616667","Potable - Excelente","0.000251617","Potable - Excelente","<0.00154","Potable - Excelente","","","","","ROJO","CF, CONDUC, DT, SDT_ra, SDT_sal, "
"DLCOL548W1","MANANTIAL AGUA CALIENTE","LERMA SANTIAGO PACÍFICO","COLIMA","COLIMA","COLIMA","MANANTIAL","-103.62713","19.20459","2012-2024","452.29","Indeseable como FAAP","6745","Indeseable para riego","3799","Cultivos tolerantes","Salobres","0.535434","Media","1081.892","Muy dura e indeseable usos industrial y domestico","349.5700144","Aceptable","<0.031","Potable - Excelente","0.0032","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","1.074266667","Puede afectar la salud","1.51635","Sin efectos en la salud - Puede dar color al agua","AMARILLO","ALC, CONDUC, DT, SDT_ra, SDT_sal, MN, FE, "
"DLCOL5496","POZO NO. 601-285, EL ZARCO II, CIAPACOV","LERMA SANTIAGO PACÍFICO","COLIMA","COLIMA","COLIMA","POZO","-103.7025","19.25811","2012-2024","121.105","Media","259.5","Buena para riego","192","Excelente para riego","Potable - Dulce","0.45","Media","68.803","Potable - Moderadamente suave","<7,40082804492285","Buena calidad","<0.031","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","0.2144","Sin efectos en la salud - Puede dar color al agua","0.00845","Potable - Excelente","AMARILLO","MN, "
"DLCOL5497","POZO NO. 744, LAS TORRECILLAS, CAPAMC","LERMA SANTIAGO PACÍFICO","COLIMA","CUAUHTÉMOC","COLIMA","POZO","-103.604639","19.3475","2012-2024","113.905","Media","207","Excelente para riego","177","Excelente para riego","Potable - Dulce","0.5992","Media","55.9692","Potable - Suave","8.801117368","Buena calidad","0.031","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","0.194966667","Sin efectos en la salud - Puede dar color al agua","0.063233333","Potable - Excelente","AMARILLO","MN, "
"DLCOL550M1","POZO DE AGUA POTABLE NO. 334 EL COLOMO","LERMA SANTIAGO PACÍFICO","COLIMA","MANZANILLO","EL COLOMO","POZO","-104.243333","19.053861","2012-2024","83.985","Media","435.665","Buena para riego","327","Excelente para riego","Potable - Dulce","0.2926","Baja","149.7908","Potable - Dura","11.46515026","Buena calidad","4.46406","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000198917","Potable - Excelente","<0.00154","Potable - Excelente","0.000284167","Potable - Excelente","0.018516364","Potable - Excelente","VERDE",""
"DLCOL551","MANANTIAL EL HERVIDERO","LERMA SANTIAGO PACÍFICO","COLIMA","COLIMA","ALZADA-TEPAMES","ARROYO","-103.54469","19.08376","2012-2024","","","525","Buena para riego","336","Excelente para riego","Potable - Dulce","","","178.8","Potable - Dura","173.0449281","Buena calidad","0.514","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.001433333","Potable - Excelente","0.00019585","Potable - Excelente","<0.00154","Potable - Excelente","","","","","VERDE",""
"DLCOL551W1","MANANTIAL EL HERVIDERO","LERMA SANTIAGO PACÍFICO","COLIMA","COLIMA","ALZADA-TEPAMES","MANANTIAL","-103.5444","19.08445","2012-2024","190.075","Alta","549.5","Buena para riego","341","Excelente para riego","Potable - Dulce","0.235253","Baja","173.381","Potable - Dura","101.3394916","Buena calidad","0.5637225","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","0.001706667","Potable - Excelente","0.02082","Potable - Excelente","VERDE",""
"DLCOL5540","A.P. LA YERBABUENA","LERMA SANTIAGO PACÍFICO","COLIMA","COMALA","COLIMA","MANANTIAL","-103.68333","19.476025","2012-2024","98.88","Media","234","Excelente para riego","218","Excelente para riego","Potable - Dulce","0.2274","Baja","88.83","Potable - Moderadamente suave","100.7897466","Buena calidad","0.924513","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","0.004466667","Potable - Excelente","0.0985","Potable - Excelente","VERDE",""
"DLCOL5544","A.P. LA BECERRERA","LERMA SANTIAGO PACÍFICO","COLIMA","COMALA","COLIMA","MANANTIAL","-103.712847","19.455417","2012-2024","211.86","Alta","550","Buena para riego","404","Excelente para riego","Potable - Dulce","0.6936","Media","194.2848","Potable - Dura","112.7347526","Buena calidad","0.389256","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","0.002933333","Potable - Excelente","0.057333333","Potable - Excelente","VERDE",""
"DLCOL555","POZO A.P. CERRO DE ORTEGA","LERMA SANTIAGO PACÍFICO","COLIMA","TECOMÁN","ARMERIA-TECOMAN-PERIQUILLOS","POZO","-103.72062","18.75098","2012-2024","225.01","Alta","870","Permisible para riego","606","Cultivos sensibles","Potable - Dulce","0.4029215","Media","333.3236","Potable - Dura","4.162099514","Buena calidad","0.5684705","Potable - Excelente","<0.0015","Potable - Excelente","0.004500889","Apta como FAAP","0.004344444","Potable - Excelente","0.000208789","Potable - Excelente","<0.00154","Potable - Excelente","0.073492","Potable - Excelente","0.019487","Potable - Excelente","VERDE",""
"DLCOL559M1","POZO NO. 1303, CUALATILLA","LERMA SANTIAGO PACÍFICO","COLIMA","ARMERÍA","ALZADA-TEPAMES","POZO","-103.98904","19.02129","2012-2024","121.675","Media","435","Buena para riego","298.66665","Excelente para riego","Potable - Dulce","0.1388","Baja","150.15","Potable - Dura","29.35091622","Buena calidad","4.1989125","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.0012625","Potable - Excelente","0.000201156","Potable - Excelente","0.0074725","Potable - Excelente","0.001334","Potable - Excelente","0.080332","Potable - Excelente","VERDE",""
"DLCOL562","POZO NO. 1569, CLUB DEPORTIVO TECOMENSE","LERMA SANTIAGO PACÍFICO","COLIMA","TECOMÁN","OSTULA","POZO","-103.53304","18.53648","2012-2024","336.765","Alta","1337.5","Permisible para riego","938","Cultivos sensibles","Potable - Dulce","0.49255","Media","595.57535","Muy dura e indeseable usos industrial y domestico","79.12580908","Buena calidad","0.502013","Potable - Excelente","0.004577","Potable - Excelente","0.001709625","Potable - Excelente","0.001785","Potable - Excelente","0.000301833","Potable - Excelente","<0.00154","Potable - Excelente","0.401925","Puede afectar la salud","0.64918","Sin efectos en la salud - Puede dar color al agua","AMARILLO","DT, MN, FE, "
"DLCOL564","POZO NO. 1131, CAPDAM","LERMA SANTIAGO PACÍFICO","COLIMA","ARMERÍA","ARMERIA-TECOMAN-PERIQUILLOS","POZO","-103.96526","18.90683","2012-2024","341.6375","Alta","1128","Permisible para riego","809.4","Cultivos sensibles","Potable - Dulce","0.3469825","Baja","483.8394","Potable - Dura","27.31529484","Buena calidad","0.1009355","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.002075","Potable - Excelente","0.000656422","Potable - Excelente","<0.00154","Potable - Excelente","0.281751","Sin efectos en la salud - Puede dar color al agua","0.177125","Potable - Excelente","AMARILLO","MN, "
"DLCOL566","POZO NO. 635 A.P. EL REAL","LERMA SANTIAGO PACÍFICO","COLIMA","TECOMÁN","ARMERIA-TECOMAN-PERIQUILLOS","POZO","-103.94745","18.84347","2012-2024","179.01","Alta","690","Buena para riego","508.2","Cultivos sensibles","Potable - Dulce","0.2511","Baja","243.8","Potable - Dura","10.80423099","Buena calidad","0.031","Potable - Excelente","<0.0015","Potable - Excelente","<0.00130104363636364","Potable - Excelente","<0.0012","Potable - Excelente","0.000186399","Potable - Excelente","<0.00154","Potable - Excelente","0.041594167","Potable - Excelente","0.131310833","Potable - Excelente","VERDE",""
"DLCOL567","POZO NO. 622 RANCHO LOS DESMONTES","LERMA SANTIAGO PACÍFICO","COLIMA","TECOMÁN","ARMERIA-TECOMAN-PERIQUILLOS","POZO","-103.89716","18.82877","2012-2024","226.72","Alta","967","Permisible para riego","792","Cultivos sensibles","Potable - Dulce","0.29545","Baja","364.496","Potable - Dura","79.02319465","Buena calidad","0.031","Potable - Excelente","0.00342","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000234489","Potable - Excelente","<0.00154","Potable - Excelente","0.082599","Potable - Excelente","0.137914444","Potable - Excelente","VERDE",""
"DLCOL571","POZO DE AGUA POTABLE NO. 1325 EL CHAVARIN","LERMA SANTIAGO PACÍFICO","COLIMA","MANZANILLO","MARABASCO","POZO","-104.55952","19.20004","2012-2024","176.035","Alta","847.5","Permisible para riego","596.9","Cultivos sensibles","Potable - Dulce","0.1698","Baja","316.20165","Potable - Dura","144.5973679","Buena calidad","3.6489","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000190044","Potable - Excelente","<0.00154","Potable - Excelente","1.28381","Puede afectar la salud","0.032388","Potable - Excelente","AMARILLO","MN, "
"DLCOL572","POZO NO. 618 H. ARMERIA, RINCON DE LOPEZ","LERMA SANTIAGO PACÍFICO","COLIMA","ARMERÍA","ALZADA-TEPAMES","POZO","-103.93098","19.05583","2012-2024","224.91","Alta","865","Permisible para riego","603.66665","Cultivos sensibles","Potable - Dulce","0.25775","Baja","355.7898","Potable - Dura","6.957146017","Buena calidad","1.969925","Potable - Excelente","<0.0015","Potable - Excelente","<0.00130104363636364","Potable - Excelente","0.001536364","Potable - Excelente","0.00019209","Potable - Excelente","0.002309091","Potable - Excelente","0.000508333","Potable - Excelente","0.056633333","Potable - Excelente","VERDE",""
"DLCOL573","MANANTIAL LA GUARACHA","LERMA SANTIAGO PACÍFICO","COLIMA","TECOMÁN","ARMERIA-TECOMAN-PERIQUILLOS","ARROYO","-103.87371","19.06634","2012-2024","967.5","Indeseable como FAAP","1065","Permisible para riego","681.92","Cultivos sensibles","Potable - Dulce","","","436.475","Potable - Dura","1279.677287","Contaminada","2.291","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.001357895","Potable - Excelente","0.000173","Potable - Excelente","0.002232632","Potable - Excelente","","","","","ROJO","CF, ALC, "
"DLCOL573W1","MANANTIAL LA GUARACHA","LERMA SANTIAGO PACÍFICO","COLIMA","TECOMÁN","ARMERIA-TECOMAN-PERIQUILLOS","MANANTIAL","-103.87371","19.0665","2012-2024","267.48","Alta","1001.5","Permisible para riego","726","Cultivos sensibles","Potable - Dulce","0.3306505","Baja","373.4224","Potable - Dura","1638.11241","Contaminada","2.189469","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","0.000443333","Potable - Excelente","0.006441667","Potable - Excelente","ROJO","CF, "
"DLCOL576","POZO NUEVO A.P. PUEBLO JUAREZ","LERMA SANTIAGO PACÍFICO","COLIMA","COQUIMATLÁN","ALZADA-TEPAMES","POZO","-103.91957","19.17448","2012-2024","192.99","Alta","938","Permisible para riego","734.4","Cultivos sensibles","Potable - Dulce","0.197154","Baja","471.49","Potable - Dura","5.300340925","Buena calidad","1.724928","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.00149","Potable - Excelente","0.00019117","Potable - Excelente","<0.00154","Potable - Excelente","0.003568182","Potable - Excelente","0.203581818","Potable - Excelente","VERDE",""
"DLCOL5781","POZO LAZARO CARDENAS.","LERMA SANTIAGO PACÍFICO","COLIMA","IXTLAHUACAN","VALLE DE IXTLAHUACAN","POZO","-103.71125","19.00875","2012-2024","424.36","Indeseable como FAAP","1389","Permisible para riego","927","Cultivos sensibles","Potable - Dulce","0.3414","Baja","449.34365","Potable - Dura","30","Buena calidad","1.659752","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","<0.0002013","Potable - Excelente","0.0131","No apta como FAAP","0.001","Potable - Excelente","0.0105","Potable - Excelente","ROJO","PB, ALC, "
"DLCOL5782","POZO NOGUERAS","LERMA SANTIAGO PACÍFICO","COLIMA","COMALA","COLIMA","POZO","-103.7405556","19.32222222","2012-2024","117.89","Media","250.15","Buena para riego","221","Excelente para riego","Potable - Dulce","0.2245","Baja","96.4375","Potable - Moderadamente suave","<5,47722557505166","Buena calidad","0.536168","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","<0.00021","Potable - Excelente","0.006","Potable - Excelente","VERDE",""
"DLCOL5783","POZO EL LLANO","LERMA SANTIAGO PACÍFICO","COLIMA","COMALA","COLIMA","POZO","-103.7419444","19.32472222","2012-2024","85.695","Media","291","Buena para riego","254","Excelente para riego","Potable - Dulce","0.266","Baja","104.8745","Potable - Moderadamente suave","7.745966692","Buena calidad","3.721603","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","0.0837","Potable - Excelente","0.0138","Potable - Excelente","VERDE",""
