"CLAVE SITIO","SITIO","ORGANISMO _DE_CUENCA","ESTADO","MUNICIPIO","ACUIFERO","SUBTIPO","LONGITUD","LATITUD","PERIODO","ALC_mg/L","CALIDAD_ALC","CONDUCT_mS/cm","CALIDAD_CONDUC","SDT_mg/L","CALIDAD_SDT_ra","CALIDAD_SDT_salin","FLUORUROS_mg/L","CALIDAD_FLUO","DUR_mg/L","CALIDAD_DUR","COLI_FEC_NMP/100_mL","CALIDAD_COLI_FEC","N_NO3_mg/L","CALIDAD_N_NO3","AS_TOT_mg/L","CALIDAD_AS","CD_TOT_mg/L","CALIDAD_CD","CR_TOT_mg/L","CALIDAD_CR","HG_TOT_mg/L","CALIDAD_HG","PB_TOT_mg/L","CALIDAD_PB","MN_TOT_mg/L","CALIDAD_MN","FE_TOT_mg/L","CALIDAD_FE","SEMÁFORO","CONTAMINANTES"
"DLTLA2574","ESPAÑITA - EL CARMEN","BALSAS","TLAXCALA","ESPAÑITA","ALTO ATOYAC","POZO","-98.4251","19.44886","2012-2024","155","Alta","318","Buena para riego","252","Excelente para riego","Potable - Dulce","0.265","Baja","124","Potable - Dura","13.8644614","Buena calidad","0.965381818","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.032926667","Potable - Excelente","<0.0002013","Potable - Excelente","0.003202222","Potable - Excelente","0.002389","Potable - Excelente","0.041387","Potable - Excelente","VERDE",""
"DLTLA2575","ESPIRITU SANTO","BALSAS","TLAXCALA","IXTACUIXTLA DE MARIANO MATAMOROS","ALTO ATOYAC","POZO","-98.45527","19.36149","2012-2024","600","Indeseable como FAAP","1065.5","Permisible para riego","693.82","Cultivos sensibles","Potable - Dulce","0.1315","Baja","481","Potable - Dura","<15,3943426934329","Buena calidad","0.748","Potable - Excelente","0.002858333","Potable - Excelente","<0.00130104363636364","Potable - Excelente","0.010973636","Potable - Excelente","<0.000201299","Potable - Excelente","<0.00154","Potable - Excelente","0.009578333","Potable - Excelente","0.097426364","Potable - Excelente","AMARILLO","ALC, "
"DLTLA2583","COL. XICOHTENCATL","BALSAS","TLAXCALA","HUAMANTLA","HUAMANTLA","POZO","-97.83136","19.35489","2012-2024","137.62","Media","348","Buena para riego","295","Excelente para riego","Potable - Dulce","0.1883","Baja","122","Potable - Dura","10.27542996","Buena calidad","1.166","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.008944444","Potable - Excelente","<0.0002013","Potable - Excelente","0.002713333","Potable - Excelente","0.003306","Potable - Excelente","0.033105","Potable - Excelente","VERDE",""
"DLTLA2584","MESA REDONDA","BALSAS","TLAXCALA","ATLTZAYANCA","HUAMANTLA","POZO","-97.85323","19.42248","2012-2024","109","Media","239","Excelente para riego","212","Excelente para riego","Potable - Dulce","0.1257","Baja","101.9","Potable - Moderadamente suave","13.37866585","Buena calidad","1.282","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.011351111","Potable - Excelente","<0.0002013","Potable - Excelente","0.002524444","Potable - Excelente","0.004717","Potable - Excelente","0.181869","Potable - Excelente","VERDE",""
"DLTLA2585","CLOROBENCENOS","BALSAS","TLAXCALA","EL CARMEN TEQUEXQUITLA","HUAMANTLA","POZO","-97.64395","19.33034","2012-2024","140","Media","334","Buena para riego","259","Excelente para riego","Potable - Dulce","0.37195","Baja","135.6","Potable - Dura","13.47128826","Buena calidad","1.4195","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.010634444","Potable - Excelente","0.000234489","Potable - Excelente","0.002235556","Potable - Excelente","0.012186","Potable - Excelente","0.056861","Potable - Excelente","VERDE",""
"DLTLA5341","SAN JUAN BAUTISTA","BALSAS","TLAXCALA","ZILTLALTÉPEC DE TRINIDAD SÁNCHEZ SANTOS","HUAMANTLA","POZO","-97.86116667","19.23827778","2012-2024","205","Alta","540","Buena para riego","418","Excelente para riego","Potable - Dulce","0.265","Baja","216.2226","Potable - Dura","20.43876207","Buena calidad","16.851","No apta como FAAP","0.002283333","Potable - Excelente","<0.001301","Potable - Excelente","0.016761667","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","<0.00021","Potable - Excelente","0.074238333","Potable - Excelente","ROJO","NO3, "
"DLTLA5342","LA VIRGEN","BALSAS","TLAXCALA","PANOTLA","ALTO ATOYAC","POZO","-98.27602778","19.30491667","2012-2024","331","Alta","853","Permisible para riego","594","Cultivos sensibles","Potable - Dulce","0.415","Media","350","Potable - Dura","32.23967795","Buena calidad","0.136","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.009368","Potable - Excelente","0.00027904","Potable - Excelente","<0.00154","Potable - Excelente","3.313752","Puede afectar la salud","2.980544","Sin efectos en la salud - Puede dar color al agua","AMARILLO","MN, FE, "
"DLTLA5343","GPE. VICTORIA","BALSAS","TLAXCALA","TEPETITLA DE LARDIZÁBAL","ALTO ATOYAC","POZO","-98.38975","19.27902778","2012-2024","125","Media","552","Buena para riego","484","Excelente para riego","Potable - Dulce","0.34215","Baja","256","Potable - Dura","<19,61015822875","Buena calidad","11.057","No apta como FAAP","<0.0015","Potable - Excelente","<0.00130106","Potable - Excelente","0.0251575","Potable - Excelente","<0.000201298625","Potable - Excelente","<0.00154","Potable - Excelente","0.00177625","Potable - Excelente","0.11415375","Potable - Excelente","ROJO","NO3, "
"DLTLA5344","TEQUEXQUITLA 2 Y/O (BARRIO GUADALUPE)","BALSAS","TLAXCALA","EL CARMEN TEQUEXQUITLA","HUAMANTLA","POZO","-97.66247222","19.30566667","2012-2024","598","Indeseable como FAAP","1152.65","Permisible para riego","790","Cultivos sensibles","Potable - Dulce","0.8945","Potable - Óptima","116","Potable - Moderadamente suave","17.01901335","Buena calidad","1.2145","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.010406667","Potable - Excelente","0.00026275","Potable - Excelente","<0.00154","Potable - Excelente","0.023373333","Potable - Excelente","0.114235","Potable - Excelente","AMARILLO","ALC, "
"DLTLA5345","QUIAHUIXTLAN","BALSAS","TLAXCALA","TOTOLAC","ALTO ATOYAC","POZO","-98.24897222","19.33586111","2012-2024","640","Indeseable como FAAP","1200","Permisible para riego","789","Cultivos sensibles","Potable - Dulce","0.2905","Baja","560","Muy dura e indeseable usos industrial y domestico","14.60868229","Buena calidad","3.996","Potable - Excelente","0.008733333","Potable - Excelente","<0.001301","Potable - Excelente","0.014186667","Potable - Excelente","0.000301083","Potable - Excelente","<0.00154","Potable - Excelente","0.006428333","Potable - Excelente","0.037516667","Potable - Excelente","AMARILLO","ALC, DT, "
"DLTLA6374","POZO SAN JOSE ATOYATENCO","BALSAS","TLAXCALA","NATIVITAS","ALTO ATOYAC","POZO","-98.3549999","19.2491388","2012-2024","241","Alta","964.5","Permisible para riego","650.5","Cultivos sensibles","Potable - Dulce","0.3955","Baja","380","Potable - Dura","<30","Buena calidad","14.757","No apta como FAAP","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.01663","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","0.00329","Potable - Excelente","0.033455","Potable - Excelente","ROJO","NO3, "
"DLTLA6375","POZO SAN MIGUEL XOCHITECATITLA","BALSAS","TLAXCALA","NATIVITAS","ALTO ATOYAC","POZO","-98.3503889","19.2347778","2012-2024","196","Alta","564.5","Buena para riego","349.5","Excelente para riego","Potable - Dulce","0.274","Baja","271","Potable - Dura","<30","Buena calidad","4.3195","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.01908","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","0.003195","Potable - Excelente","0.18972","Potable - Excelente","VERDE",""
"DLTLA6376","POZO BUENAVENTURA","BALSAS","TLAXCALA","PAPALOTLA DE XICOHTENCATL","ALTO ATOYAC","POZO","-98.2251111","19.1576389","2012-2024","86","Media","313.5","Buena para riego","272.5","Excelente para riego","Potable - Dulce","0.1412","Baja","136","Potable - Dura","<30","Buena calidad","6.73","Potable - Buena calidad","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.01886","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","0.003785","Potable - Excelente","0.045275","Potable - Excelente","VERDE",""
"DLTLA6377","POZO1. POTRERO","BALSAS","TLAXCALA","PAPALOTLA DE XICOHTENCATL","ALTO ATOYAC","POZO","-98.2044167","19.1695556","2012-2024","72.5","Baja","174.3","Excelente para riego","184.5","Excelente para riego","Potable - Dulce","0.1657","Baja","72","Potable - Moderadamente suave","<30","Buena calidad","2.643","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.01643","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","0.00294","Potable - Excelente","0.055975","Potable - Excelente","VERDE",""
"DLTLA6378","POZO 2 SAN MARCOS CONTLA","BALSAS","TLAXCALA","PAPALOTLA DE XICOHTENCATL","ALTO ATOYAC","POZO","-98.1803889","19.1985278","2012-2024","58.5","Baja","114.5","Excelente para riego","156","Excelente para riego","Potable - Dulce","0.2445","Baja","52","Potable - Suave","<30","Buena calidad","0.5575","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.016225","Potable - Excelente","0.00047065","Potable - Excelente","<0.00154","Potable - Excelente","0.002785","Potable - Excelente","0.060145","Potable - Excelente","VERDE",""
"DLTLA6379","POZO 1 SAN MARCOS CONTLA","BALSAS","TLAXCALA","PAPALOTLA DE XICOHTENCATL","ALTO ATOYAC","POZO","-98.19694444","19.19986111","2012-2024","59.5","Baja","202.15","Excelente para riego","158","Excelente para riego","Potable - Dulce","0.317","Baja","55","Potable - Suave","<30","Buena calidad","1.1225","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.05348","No apta como FAAP","0.00060065","Potable - Excelente","<0.00154","Potable - Excelente","0.002045","Potable - Excelente","0.04754","Potable - Excelente","ROJO","CR, "
"DLTLA6380","POZO 6 IXTACUIXTLA. SAN MIGUEL LA PRESA","BALSAS","TLAXCALA","NATÍVITAS","ALTO ATOYAC","POZO","-98.35038889","19.23477778","2012-2024","200.3","Alta","488.5","Buena para riego","397.5","Excelente para riego","Potable - Dulce","0.2525","Baja","228.2","Potable - Dura","<30","Buena calidad","1.019","Potable - Excelente","<0.0015","Potable - Excelente","<0.00130112","Potable - Excelente","0.0181475","Potable - Excelente","<0.00020129725","Potable - Excelente","<0.00154","Potable - Excelente","0.003725","Potable - Excelente","0.12932","Potable - Excelente","VERDE",""
"DLTLA6381","POZO  NATIVITAS","BALSAS","TLAXCALA","NATIVITAS","ALTO ATOYAC","POZO","-98.31866944","19.23225","2012-2024","242.5","Alta","666","Buena para riego","399","Excelente para riego","Potable - Dulce","0.841","Potable - Óptima","209","Potable - Dura","<30","Buena calidad","7.2825","Potable - Buena calidad","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.020225","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","0.002035","Potable - Excelente","0.046435","Potable - Excelente","VERDE",""
"DLTLA6382","SAN BARTOLOME TENANGO","BALSAS","TLAXCALA","TETLATLAHUCA","ALTO ATOYAC","POZO","-98.29947222","19.25383333","2012-2024","238.5","Alta","678.5","Buena para riego","419","Excelente para riego","Potable - Dulce","0.3915","Baja","202","Potable - Dura","<30","Buena calidad","5.3555","Potable - Buena calidad","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.02759","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","0.00242","Potable - Excelente","0.039955","Potable - Excelente","VERDE",""
"DLTLA6383","POZO 2 ZACATELCO. BARRANCA SANCHEZ","BALSAS","TLAXCALA","ZACATELCO","ALTO ATOYAC","POZO","-98.24238889","19.19666667","2012-2024","81.2025","Media","231.5","Excelente para riego","235","Excelente para riego","Potable - Dulce","0.1267","Baja","111","Potable - Moderadamente suave","<30","Buena calidad","5.868","Potable - Buena calidad","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.010495","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","0.005835","Potable - Excelente","0.07258","Potable - Excelente","VERDE",""
"DLTLA6435","POZO SAN VICENTE XILOXOXITLA","BALSAS","TLAXCALA","NATIVITAS","ALTO ATOYAC","POZO","-98.2994444","19.2747222","2012-2024","350","Alta","857.5","Permisible para riego","591.5","Cultivos sensibles","Potable - Dulce","0.1782","Baja","346","Potable - Dura","<30","Buena calidad","1.6775","Potable - Excelente","0.002675","Potable - Excelente","<0.00130112","Potable - Excelente","0.0320625","Potable - Excelente","<0.00020129725","Potable - Excelente","0.001625","Potable - Excelente","0.0050825","Potable - Excelente","0.1109425","Potable - Excelente","VERDE",""
"DLZAC0002RNL","POZO AGUA POTABLE MEZQUITAL DEL ORO","LERMA SANTIAGO PACÍFICO","ZACATECAS","MEZQUITAL DEL ORO","GARCÍA DE LA CADENA","POZO","-103.3548056","21.21844444","2012-2024","255","Alta","","","465","Excelente para riego","Potable - Dulce","2.08","Alta","26","Potable - Suave","","","0.36","Potable - Excelente","","","","","","","","","","","","","","","ROJO","FLUO, "
"DLZAC0003RNL","POZO AGUA POTABLE TRINIDAD GARCIA DE LA CADENA","LERMA SANTIAGO PACÍFICO","ZACATECAS","TRINIDAD GARCIA DE LA CADENA","GARCÍA DE LA CADENA","POZO","-103.4588333","21.20708333","2012-2024","195","Alta","379","Buena para riego","202","Excelente para riego","Potable - Dulce","<0.03","Baja","143","Potable - Dura","","","2.18","Potable - Excelente","","","","","","","","","","","","","","","VERDE",""
"DLZAC0004RNL","OJO DE AGUA TRUJILLO","CUENCAS CENTRALES DEL NORTE","ZACATECAS","FRESNILLO","AGUANAVAL","MANANTIAL","-103.1986222","23.17313333","2012-2024","143","Media","","","263","Excelente para riego","Potable - Dulce","1.4","Potable - Óptima","152","Potable - Dura","8","Buena calidad","0.62","Potable - Excelente","0.02","Apta como FAAP","","","","","","","","","","","","","VERDE",""
"DLZAC0013RNL","POZO AGUA POTABLE SAN JOSE DE LA PALMA","LERMA SANTIAGO PACÍFICO","ZACATECAS","HUANUSCO","JALPA-JUCHIPILA","POZO","-102.8278139","21.75521944","2012-2024","161","Alta","","","231","Excelente para riego","Potable - Dulce","1.94","Alta","73","Potable - Moderadamente suave","","","1.08","Potable - Excelente","0.02","Apta como FAAP","","","","","","","","","","","","","ROJO","FLUO, "
"DLZAC0013RNL21","FOSA ENTRADA PRINCIPAL PANTEON","CUENCAS CENTRALES DEL NORTE","ZACATECAS","CALERA","CALERA","MANANTIAL","-102.6974","22.95969","2012-2024","","","412","Buena para riego","304","Excelente para riego","Potable - Dulce","0.89","Potable - Óptima","218","Potable - Dura","","","0.47","Potable - Excelente","","","","","","","","","","","","","","","VERDE",""
"DLZAC0014RNL21","FOSA PARED PONIENTE","CUENCAS CENTRALES DEL NORTE","ZACATECAS","CALERA","CALERA","MANANTIAL","-102.6984","22.960061","2012-2024","","","1268","Permisible para riego","994","Cultivos sensibles","Potable - Dulce","1.21","Potable - Óptima","512","Muy dura e indeseable usos industrial y domestico","2","Buena calidad","0.27","Potable - Excelente","","","","","","","","","","","","","","","AMARILLO","DT, "
"DLZAC0018RNL21","MANANTIAL I HUERTA JULIA","PACÍFICO NORTE","ZACATECAS","SOMBRERETE","HIDALGO","MANANTIAL","-103.74055","23.67548","2012-2024","","","3048","Indeseable para riego","2472","Cultivos tolerantes","Salobres","","","2364","Muy dura e indeseable usos industrial y domestico","4","Buena calidad","0.42","Potable - Excelente","","","","","","","","","","","","","","","AMARILLO","CONDUC, DT, SDT_ra, SDT_sal, "
"DLZAC0019RNL21","NORIA DE AGUA POTABLE  LORETO","CUENCAS CENTRALES DEL NORTE","ZACATECAS","RIO GRANDE","EL PALMAR","NORIA","-103.00962","23.85348","2012-2024","464.89","Indeseable como FAAP","3011","Indeseable para riego","2231","Cultivos tolerantes","Salobres","2.8","Alta","","","","","1.6","Potable - Excelente","","","","","","","","","","","","","","","ROJO","FLUO, ALC, CONDUC, SDT_ra, SDT_sal, "
"DLZAC0020RNL21","PILA NUMERO 1","CUENCAS CENTRALES DEL NORTE","ZACATECAS","MAZAPIL","EL CARDITO","PILA","-102.02373","24.9197","2012-2024","90.34","Media","9264","Indeseable para riego","7236","Indeseable para riego","Salobres","2.6","Alta","330","Potable - Dura","","","48","No apta como FAAP","","","","","","","","","","","","","","","ROJO","FLUO, NO3, CONDUC, SDT_ra, SDT_sal, "
"DLZAC0021RNL21","PILA NUMERO 2","CUENCAS CENTRALES DEL NORTE","ZACATECAS","MAZAPIL","EL CARDITO","PILA","-102.02413","24.9201","2012-2024","144.27","Media","12810","Indeseable para riego","9524","Indeseable para riego","Salobres","2.6","Alta","412","Potable - Dura","","","68","No apta como FAAP","","","","","","","","","","","","","","","ROJO","FLUO, NO3, CONDUC, SDT_ra, SDT_sal, "
"DLZAC0022RNL","PLANTA POTABILIZADORA TORIBIO (RAMON LOPEZ VELARDE)","CUENCAS CENTRALES DEL NORTE","ZACATECAS","CALERA","CALERA","POZO","-102.681695","23.053925","2012-2024","30.28","Baja","40","Excelente para riego","28.5","Excelente para riego","Potable - Dulce","0.2","Baja","16.88","Potable - Suave","","","0.465","Potable - Excelente","0.02","Apta como FAAP","","","","","","","","","","","","","VERDE",""
"DLZAC0022RNL21","POZO LA LAGUNITA","CUENCAS CENTRALES DEL NORTE","ZACATECAS","MAZAPIL","EL CARDITO","POZO","-102.0233","24.919","2012-2024","123.135","Media","7005","Indeseable para riego","5299.5","Indeseable para riego","Salobres","0.355","Baja","1519.5","Muy dura e indeseable usos industrial y domestico","","","17.275","No apta como FAAP","","","","","","","","","","","","","","","ROJO","NO3, CONDUC, DT, SDT_ra, SDT_sal, "
